,roll1,roll2,roll3,roll4,roll5,roll6,roll7,roll8,roll9,roll10,roll11,roll12,roll13,roll14,roll15,roll16,roll17,roll18,roll19,roll20
24592,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1
24593,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2
24594,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2
24595,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1
24596,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2
24597,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1
24598,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2
24599,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2
24600,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1
24601,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1
24602,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1,1
24603,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2,1
24604,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1,2
24605,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2,1
24606,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2,2
24607,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1,2
24608,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,1
24609,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2
24610,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2,2
24611,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1,2
24612,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2,1
24613,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1,2
24614,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2,1
24615,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0,2
24616,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,0
24617,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1
24618,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1
24619,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2
24620,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1
24621,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2
24622,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2
24623,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1
24624,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2
24625,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2
24626,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2
24627,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1
24628,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2
24629,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2
24630,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1
24631,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2
24632,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1
24633,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1
24634,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1
24635,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1
24636,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1
24637,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1
24638,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2
24639,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1
24640,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1
24641,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1
24642,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2,2
24643,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,2
24644,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2
24645,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2
24646,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2,2
24647,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,2
24648,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2
24649,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2,2
24650,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1,2
24651,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2,1
24652,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1,2
24653,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1,1
24654,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0,1
24655,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,0
24656,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2
24657,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1
24658,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2
24659,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2
24660,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1
24661,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1
24662,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
24663,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2
24664,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1
24665,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2
24666,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2
24667,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2
24668,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2
24669,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2
24670,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2
24671,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1
24672,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1
24673,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1
24674,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1
24675,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1
24676,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1
24677,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1,2
24678,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,1
24679,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1
24680,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2,1
24681,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2,2
24682,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,2
24683,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1
24684,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1,1
24685,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1,1
24686,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0,1
24687,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,0
24688,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1
24689,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1
24690,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1
24691,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2
24692,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2
24693,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1
24694,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1
24695,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2
24696,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2
24697,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1
24698,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2
24699,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1,1
24700,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2,1
24701,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1,2
24702,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1,1
24703,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1,1
24704,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1,1
24705,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2,1
24706,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,2
24707,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1
24708,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1
24709,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1
24710,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2,1
24711,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2,2
24712,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0,2
24713,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1,0
24714,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2,1
24715,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2,2
24716,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1,2
24717,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0,1
24718,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,0
24719,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1
24720,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1
24721,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1
24722,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1
24723,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1
24724,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2
24725,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1
24726,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1
24727,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2
24728,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2
24729,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,1
24730,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2
24731,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2
24732,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2
24733,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1
24734,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1,2
24735,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1,1
24736,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1,1
24737,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1,1
24738,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2,1
24739,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,2
24740,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1
24741,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1
24742,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0,1
24743,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,0
24744,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1
24745,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1
24746,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1,1
24747,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2,1
24748,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2,2
24749,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0,2
24750,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2,0
24751,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1,2
24752,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1,1
24753,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1,1
24754,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1,1
24755,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2,1
24756,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2,2
24757,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1,2
24758,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1,1
24759,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1,1
24760,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2,1
24761,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0,2
24762,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,0
24763,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1
24764,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2
24765,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2
24766,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1
24767,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2
24768,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2,1
24769,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1,2
24770,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,1
24771,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1
24772,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,1
24773,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2
24774,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1
24775,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2,2
24776,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2,2
24777,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1,2
24778,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1,1
24779,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1,1
24780,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2,1
24781,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0,2
24782,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1,0
24783,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1,1
24784,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1,1
24785,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2,1
24786,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1,2
24787,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2,1
24788,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0,2
24789,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1,0
24790,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1,1
24791,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1,1
24792,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0,1
24793,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1,0
24794,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1,1
24795,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2,1
24796,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1,2
24797,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2,1
24798,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2,2
24799,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2,2
24800,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2,2
24801,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2,2
24802,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1,2
24803,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2,1
24804,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2,2
24805,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0,2
24806,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2,0
24807,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1,2
24808,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2,1
24809,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2,2
24810,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2,2
24811,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1,2
24812,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1,1
24813,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,1
24814,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1
24815,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2,0
24816,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2,2
24817,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2,2
24818,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0,2
24819,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2,0
24820,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,2
24821,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2
24822,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2,1
24823,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,2
24824,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1
24825,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1
24826,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1,1
24827,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1,1
24828,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2,1
24829,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1,2
24830,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0,1
24831,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,0
24832,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1
24833,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1
24834,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2
24835,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1,2
24836,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1,1
24837,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2,1
24838,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1,2
24839,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,1
24840,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2
24841,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2
24842,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2,2
24843,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2,2
24844,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1,2
24845,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1,1
24846,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2,1
24847,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1,2
24848,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0,1
24849,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2,0
24850,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0,2
24851,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,0
24852,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2
24853,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2
24854,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2
24855,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1
24856,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1
24857,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2
24858,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1
24859,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2
24860,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2
24861,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1
24862,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2
24863,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2
24864,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1,2
24865,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1,1
24866,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,1
24867,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1
24868,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2,2
24869,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2,2
24870,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2,2
24871,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2,2
24872,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2,2
24873,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1,2
24874,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1,1
24875,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2,1
24876,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2,2
24877,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0,2
24878,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1,0
24879,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2,1
24880,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2,2
24881,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0,2
24882,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,0
24883,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1
24884,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2,2
24885,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1,2
24886,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2,1
24887,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2,2
24888,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2,2
24889,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2,2
24890,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2,2
24891,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1,2
24892,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1,1
24893,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,1
24894,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2
24895,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,1
24896,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1
24897,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0,1
24898,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1,0
24899,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2,1
24900,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2,2
24901,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1,2
24902,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1,1
24903,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1,1
24904,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1,1
24905,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,1
24906,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2
24907,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1,1
24908,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2,1
24909,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1,2
24910,2,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0,1
24911,1,2,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1,0
24912,2,1,2,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2,1
24913,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1,2
24914,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,0,0,1,1
